order_id,order_date,customer_city,customer_state,category,product_name,quantity,unit_price,total_amount,payment_method,rating
ORD00239,2024-01-31,Mysuru,Karnataka,Books,Fiction Novel,1,629.14,629.14,Cash on Delivery,2.7
ORD00240,2024-03-30,Coimbatore,Tamil Nadu,Clothing,Jacket,3,3745.7,11237.1,Credit Card,4.6
ORD00241,2024-05-28,Jaipur,Rajasthan,Electronics,Smart TV,1,63142.87,63142.87,Cash on Delivery,2.5
ORD00242,2024-11-24,Coimbatore,Tamil Nadu,Sports,Cricket Bat,1,9306.01,9306.01,Credit Card,3.7
ORD00243,2024-08-22,Nagpur,Maharashtra,Sports,Dumbbells,3,2946.52,8839.56,Debit Card,4.3
ORD00244,2024-03-30,Mumbai,Maharashtra,Grocery,Cooking Oil,2,405.85,811.7,Debit Card,4.1
ORD00245,2024-03-12,Bengaluru,Karnataka,Books,Python Programming,1,329.55,329.55,Credit Card,4.8
ORD00246,2024-06-03,Mumbai,Maharashtra,Home & Kitchen,Curtains,3,3762.16,11286.48,Debit Card,3.9
ORD00247,2024-06-06,Noida,Uttar Pradesh,Grocery,Cooking Oil,1,361.75,361.75,UPI,4.2
ORD00248,2024-07-07,Jaipur,Rajasthan,Grocery,Cooking Oil,2,360.63,721.26,Debit Card,3.0
ORD00249,2024-12-25,Nagpur,Maharashtra,Books,Fiction Novel,5,418.49,2092.45,Credit Card,3.7
ORD00250,2024-02-11,Chennai,Tamil Nadu,Grocery,Toor Dal,2,392.84,785.68,Credit Card,3.8
ORD00251,2024-04-13,Gurgaon,Haryana,Electronics,Tablet,3,9420.6,28261.8,Debit Card,2.9
ORD00252,2024-02-16,Gurgaon,Haryana,Sports,Dumbbells,1,1427.53,1427.53,Cash on Delivery,3.6
ORD00253,2024-08-24,Mumbai,Maharashtra,Books,Fiction Novel,1,459.27,459.27,Debit Card,3.3
ORD00254,2024-01-24,Mumbai,Maharashtra,Books,Self-Help Book,2,671.52,1343.04,Credit Card,4.3
ORD00255,2024-04-02,Chennai,Tamil Nadu,Electronics,Smartphone,1,78897.91,78897.91,Net Banking,4.4
ORD00256,2024-07-12,Kolkata,West Bengal,Grocery,Spice Set,4,218.51,874.04,Credit Card,4.2
ORD00257,2024-10-02,Hyderabad,Telangana,Sports,Badminton Racket,1,6639.28,6639.28,Credit Card,2.8
ORD00258,2024-08-05,Delhi,Delhi,Electronics,Smartphone,1,78290.01,78290.01,Credit Card,4.6
ORD00259,2024-02-27,Delhi,Delhi,Books,Self-Help Book,1,208.58,208.58,UPI,4.2
ORD00260,2024-11-02,Coimbatore,Tamil Nadu,Electronics,Laptop,1,16883.49,16883.49,Debit Card,4.7
ORD00261,2024-01-29,Delhi,Delhi,Grocery,Basmati Rice,1,231.02,231.02,UPI,5.0
ORD00262,2024-06-13,Delhi,Delhi,Grocery,Tea Powder,2,193.51,387.02,UPI,4.7
ORD00263,2024-10-29,Hyderabad,Telangana,Sports,Badminton Racket,1,4311.53,4311.53,Cash on Delivery,4.8
ORD00264,2024-11-25,Hyderabad,Telangana,Grocery,Spice Set,1,300.13,300.13,Debit Card,4.5
ORD00265,2024-10-02,Gurgaon,Haryana,Grocery,Spice Set,1,233.72,233.72,Credit Card,4.6
ORD00266,2024-08-01,Noida,Uttar Pradesh,Grocery,Toor Dal,4,412.6,1650.4,Debit Card,2.8
ORD00267,2024-07-08,Delhi,Delhi,Home & Kitchen,Pressure Cooker,1,5154.87,5154.87,UPI,4.3
ORD00268,2024-02-07,Delhi,Delhi,Electronics,Headphones,2,30484.85,60969.7,UPI,4.4
ORD00269,2024-06-04,Kolkata,West Bengal,Grocery,Tea Powder,1,147.66,147.66,EMI,2.5
ORD00270,2024-05-04,Jaipur,Rajasthan,Clothing,Sneakers,5,763.12,3815.6,Debit Card,4.3
ORD00271,2024-11-28,Bengaluru,Karnataka,Clothing,Jacket,1,1743.75,1743.75,Credit Card,3.2
ORD00272,2024-06-12,Chennai,Tamil Nadu,Books,UPSC Guide,5,169.03,845.15,Cash on Delivery,3.4
ORD00273,2024-10-10,Bengaluru,Karnataka,Electronics,Tablet,2,,,Cash on Delivery,3.9
ORD00274,2024-05-05,Bengaluru,Karnataka,Home & Kitchen,Pressure Cooker,1,3184.02,3184.02,Credit Card,4.1
ORD00275,2024-09-08,Hyderabad,Telangana,Home & Kitchen,Bedsheet,1,11521.4,11521.4,Credit Card,4.3
ORD00276,2024-10-04,Gurgaon,Haryana,Clothing,Jeans,1,3657.5,3657.5,EMI,4.9
ORD00277,2024-07-30,Chennai,Tamil Nadu,Electronics,Smartphone,2,75642.45,151284.9,UPI,4.1
ORD00278,2024-11-12,Pune,Maharashtra,Grocery,Toor Dal,2,54.11,108.22,Debit Card,4.8
ORD00279,2024-01-09,Jaipur,Rajasthan,Books,UPSC Guide,2,111.01,222.02,Credit Card,3.2
ORD00280,2024-04-01,Noida,Uttar Pradesh,Electronics,Tablet,2,65146.0,130292.0,UPI,2.7
ORD00281,2024-07-22,Nagpur,Maharashtra,Clothing,Jeans,1,3174.95,3174.95,UPI,4.9
ORD00282,2024-02-11,Mysuru,Karnataka,Sports,Badminton Racket,1,9905.26,9905.26,Debit Card,4.6
ORD00283,2024-11-22,Ahmedabad,Gujarat,Electronics,Smartphone,1,32719.62,32719.62,UPI,2.9
ORD00284,2024-09-27,Mysuru,Karnataka,Books,Self-Help Book,3,496.1,1488.3,Cash on Delivery,3.1
ORD00285,2024-05-23,Jaipur,Rajasthan,Grocery,Tea Powder,1,263.98,263.98,Cash on Delivery,3.9
ORD00286,2024-12-30,Mumbai,Maharashtra,Clothing,Kurta,1,275.16,275.16,Net Banking,4.8
ORD00287,2024-10-03,Noida,Uttar Pradesh,Clothing,Jacket,3,1354.27,4062.81,UPI,4.4
ORD00288,2024-08-11,Nagpur,Maharashtra,Grocery,Basmati Rice,5,275.36,1376.8,UPI,2.7
ORD00289,2024-05-19,Coimbatore,Tamil Nadu,Sports,Running Shoes,3,,,Net Banking,3.6
ORD00290,2024-12-04,Delhi,Delhi,Home & Kitchen,Air Purifier,1,14134.8,14134.8,Credit Card,4.4
ORD00291,2024-11-20,Noida,Uttar Pradesh,Clothing,Sneakers,1,552.83,552.83,UPI,3.5
ORD00292,2024-05-18,Gurgaon,Haryana,Electronics,Smartphone,1,913.02,913.02,UPI,2.7
ORD00293,2024-06-30,Bengaluru,Karnataka,Books,Python Programming,1,,,Debit Card,4.0
ORD00294,2024-10-13,Ahmedabad,Gujarat,Home & Kitchen,Curtains,1,481.41,481.41,Cash on Delivery,4.9
ORD00295,2024-05-17,Coimbatore,Tamil Nadu,Sports,Badminton Racket,1,6947.57,6947.57,Credit Card,2.7
ORD00296,2024-05-06,Bengaluru,Karnataka,Home & Kitchen,Curtains,3,4706.36,14119.08,Debit Card,3.7
ORD00297,2024-06-19,Coimbatore,Tamil Nadu,Clothing,Saree,1,713.47,713.47,Cash on Delivery,3.4
ORD00298,2024-10-31,Surat,Gujarat,Home & Kitchen,Curtains,3,5220.62,15661.86,UPI,3.3
ORD00299,2024-05-29,Kolkata,West Bengal,Clothing,Saree,5,1708.08,8540.4,Net Banking,4.1
ORD00300,2024-02-28,Coimbatore,Tamil Nadu,Clothing,Kurta,3,2005.07,6015.21,Cash on Delivery,3.0
ORD00301,2024-12-28,Chennai,Tamil Nadu,Clothing,Sneakers,1,3884.57,3884.57,UPI,4.5
ORD00302,2024-09-12,Surat,Gujarat,Grocery,Basmati Rice,3,418.53,1255.59,UPI,3.3
ORD00303,2024-11-02,Noida,Uttar Pradesh,Grocery,Toor Dal,3,371.86,1115.58,Credit Card,3.5
ORD00304,2024-10-01,Chennai,Tamil Nadu,Grocery,Spice Set,3,294.64,883.92,Debit Card,4.8
ORD00305,2024-10-15,Pune,Maharashtra,Clothing,Sneakers,1,3390.53,3390.53,EMI,4.2
ORD00306,2024-09-22,Bengaluru,Karnataka,Home & Kitchen,Curtains,1,1857.38,1857.38,Debit Card,4.2
ORD00307,2024-09-13,Delhi,Delhi,Books,Self-Help Book,3,373.79,1121.37,UPI,5.0
ORD00308,2024-03-13,Mysuru,Karnataka,Electronics,Headphones,5,33570.05,167850.25,UPI,3.4
ORD00309,2024-12-22,Ahmedabad,Gujarat,Clothing,Jacket,1,2518.04,2518.04,Credit Card,2.7
ORD00310,2024-03-25,Mumbai,Maharashtra,Grocery,Basmati Rice,1,60.16,60.16,Cash on Delivery,4.4
ORD00311,2024-04-28,Chennai,Tamil Nadu,Clothing,Jacket,2,968.65,1937.3,Net Banking,4.1
ORD00312,2024-08-18,Nagpur,Maharashtra,Grocery,Spice Set,2,228.01,456.02,Debit Card,3.5
ORD00313,2024-10-22,Kolkata,West Bengal,Clothing,Jeans,2,1536.06,3072.12,UPI,4.7
ORD00314,2024-09-07,Nagpur,Maharashtra,Home & Kitchen,Bedsheet,1,3196.99,3196.99,Credit Card,4.1
ORD00315,2024-08-22,Coimbatore,Tamil Nadu,Books,Python Programming,1,374.78,374.78,Debit Card,4.5
ORD00316,2024-05-02,Kolkata,West Bengal,Home & Kitchen,Air Purifier,2,8975.47,17950.94,UPI,3.0
ORD00317,2024-08-04,Kolkata,West Bengal,Clothing,Jacket,2,2064.62,4129.24,UPI,4.1
ORD00318,2024-06-10,Kolkata,West Bengal,Grocery,Toor Dal,1,299.71,299.71,Cash on Delivery,4.0
ORD00319,2024-10-14,Surat,Gujarat,Home & Kitchen,Mixer Grinder,1,7423.75,7423.75,Credit Card,3.7
ORD00320,2024-10-16,Hyderabad,Telangana,Books,UPSC Guide,1,597.1,597.1,UPI,4.4
ORD00321,2024-10-16,Noida,Uttar Pradesh,Electronics,Headphones,1,18375.05,18375.05,Net Banking,4.4
ORD00322,2024-07-06,Chennai,Tamil Nadu,Sports,Cricket Bat,1,5855.33,5855.33,Credit Card,4.4
ORD00323,2024-11-30,Ahmedabad,Gujarat,Grocery,Spice Set,5,295.86,1479.3,Net Banking,3.2
ORD00324,2024-03-01,Mumbai,Maharashtra,Books,Self-Help Book,3,344.0,1032.0,Net Banking,3.1
ORD00325,2024-08-07,Ahmedabad,Gujarat,Grocery,Tea Powder,3,360.11,1080.33,UPI,2.8
ORD00326,2024-03-27,Delhi,Delhi,Clothing,T-Shirt,2,2936.36,5872.72,UPI,4.3
ORD00327,2024-02-18,Noida,Uttar Pradesh,Sports,Yoga Mat,2,9538.25,19076.5,UPI,4.4
ORD00328,2024-05-07,Bengaluru,Karnataka,Electronics,Headphones,1,69430.28,69430.28,UPI,3.3
ORD00329,2024-07-31,Delhi,Delhi,Grocery,Spice Set,2,270.26,540.52,Credit Card,2.7
ORD00330,2024-07-07,Ahmedabad,Gujarat,Electronics,Smart TV,1,41491.27,41491.27,Credit Card,3.7
ORD00331,2024-12-23,Coimbatore,Tamil Nadu,Electronics,Smartwatch,5,7904.76,39523.8,Credit Card,2.7
ORD00332,2024-06-14,Chennai,Tamil Nadu,Books,Fiction Novel,3,777.69,2333.07,Net Banking,3.3
ORD00333,2024-01-25,Coimbatore,Tamil Nadu,Clothing,Jacket,3,4291.63,12874.89,UPI,4.1
ORD00334,2024-01-01,Surat,Gujarat,Books,Engineering Textbook,3,186.97,560.91,EMI,3.6
ORD00335,2024-02-17,Kolkata,West Bengal,Clothing,Sneakers,4,1648.95,6595.8,Debit Card,3.1
ORD00336,2024-04-29,Gurgaon,Haryana,Grocery,Toor Dal,2,73.3,146.6,Credit Card,2.7
ORD00337,2024-12-14,Pune,Maharashtra,Electronics,Laptop,1,38406.13,38406.13,Credit Card,2.5
ORD00338,2024-02-15,Gurgaon,Haryana,Electronics,Smart TV,1,55675.46,55675.46,Net Banking,2.8
ORD00339,2024-03-09,Gurgaon,Haryana,Home & Kitchen,Bedsheet,3,2315.8,6947.4,Debit Card,4.2
ORD00340,2024-04-19,Pune,Maharashtra,Sports,Running Shoes,2,382.2,764.4,Debit Card,2.9
ORD00341,2024-03-04,Bengaluru,Karnataka,Sports,Dumbbells,1,8641.64,8641.64,Debit Card,3.5
ORD00342,2024-11-03,Bengaluru,Karnataka,Home & Kitchen,Pressure Cooker,2,3942.46,7884.92,Debit Card,4.0
ORD00343,2024-09-22,Ahmedabad,Gujarat,Grocery,Basmati Rice,2,431.55,863.1,Debit Card,3.0
ORD00344,2024-07-16,Bengaluru,Karnataka,Home & Kitchen,Mixer Grinder,3,11821.88,35465.64,UPI,3.7
ORD00345,2024-06-11,Coimbatore,Tamil Nadu,Electronics,Tablet,1,71153.6,71153.6,UPI,4.7
ORD00346,2024-02-07,Coimbatore,Tamil Nadu,Books,Self-Help Book,1,482.45,482.45,UPI,2.7
ORD00347,2024-05-26,Noida,Uttar Pradesh,Clothing,T-Shirt,4,4628.38,18513.52,Debit Card,3.8
ORD00348,2024-05-22,Bengaluru,Karnataka,Books,UPSC Guide,2,157.7,315.4,UPI,2.7
ORD00349,2024-11-28,Jaipur,Rajasthan,Clothing,Jeans,1,2774.67,2774.67,Debit Card,2.7
ORD00350,2024-08-20,Kolkata,West Bengal,Books,Fiction Novel,1,140.53,140.53,Debit Card,2.6
ORD00351,2024-03-24,Hyderabad,Telangana,Grocery,Toor Dal,2,103.75,207.5,Credit Card,3.4
ORD00352,2024-05-17,Chennai,Tamil Nadu,Grocery,Cooking Oil,1,125.13,125.13,Net Banking,2.8
ORD00353,2024-12-30,Jaipur,Rajasthan,Electronics,Headphones,1,64665.07,64665.07,EMI,4.1
ORD00354,2024-07-07,Mysuru,Karnataka,Books,Python Programming,1,352.09,352.09,UPI,4.4
ORD00355,2024-01-07,Jaipur,Rajasthan,Sports,Cricket Bat,2,2515.52,5031.04,UPI,3.7
ORD00356,2024-12-01,Bengaluru,Karnataka,Clothing,Jeans,3,4669.57,14008.71,Credit Card,3.3
ORD00357,2024-09-14,Bengaluru,Karnataka,Grocery,Cooking Oil,1,172.07,172.07,Debit Card,2.6
ORD00358,2024-05-24,Delhi,Delhi,Sports,Cricket Bat,1,9554.57,9554.57,Net Banking,3.3
ORD00359,2024-06-04,Pune,Maharashtra,Sports,Dumbbells,1,377.3,377.3,Net Banking,3.1
ORD00360,2024-10-06,Gurgaon,Haryana,Sports,Dumbbells,3,9978.54,29935.62,Net Banking,3.1
ORD00361,2024-01-05,Mumbai,Maharashtra,Books,Engineering Textbook,1,263.1,263.1,EMI,2.5
ORD00362,2024-09-08,Hyderabad,Telangana,Books,Self-Help Book,2,172.76,345.52,EMI,4.9
ORD00363,2024-09-23,Nagpur,Maharashtra,Grocery,Cooking Oil,4,91.86,367.44,Credit Card,4.7
ORD00364,2024-07-20,Mysuru,Karnataka,Grocery,Basmati Rice,2,311.35,622.7,UPI,3.9
ORD00365,2024-07-20,Bengaluru,Karnataka,Grocery,Toor Dal,1,156.55,156.55,Debit Card,4.3
ORD00366,2024-10-26,Gurgaon,Haryana,Books,Self-Help Book,4,263.53,1054.12,UPI,2.8
ORD00367,2024-04-16,Mysuru,Karnataka,Books,Self-Help Book,2,384.56,769.12,Credit Card,3.7
ORD00368,2024-12-22,Surat,Gujarat,Electronics,Smartphone,2,13030.42,26060.84,Debit Card,3.0
ORD00369,2024-09-19,Surat,Gujarat,Home & Kitchen,Pressure Cooker,1,1640.83,1640.83,UPI,3.2
ORD00370,2024-10-08,Surat,Gujarat,Clothing,T-Shirt,3,4770.06,14310.18,UPI,3.7
ORD00371,2024-03-07,Ahmedabad,Gujarat,Clothing,T-Shirt,3,257.39,772.17,UPI,3.5
ORD00372,2024-01-12,Hyderabad,Telangana,Grocery,Basmati Rice,1,312.05,312.05,EMI,3.0
ORD00373,2024-03-03,Hyderabad,Telangana,Books,Fiction Novel,3,164.39,493.17,UPI,3.7
ORD00374,2024-12-15,Nagpur,Maharashtra,Sports,Dumbbells,1,,,Credit Card,3.4
ORD00375,2024-11-13,Jaipur,Rajasthan,Clothing,Kurta,4,1543.3,6173.2,Debit Card,4.1
ORD00376,2024-08-02,Mysuru,Karnataka,Books,Python Programming,1,435.32,435.32,UPI,4.7
ORD00377,2024-07-14,Chennai,Tamil Nadu,Clothing,Sneakers,2,,,Net Banking,3.4
ORD00378,2024-04-02,Chennai,Tamil Nadu,Books,Self-Help Book,2,738.87,1477.74,UPI,4.0
ORD00379,2024-10-26,Mumbai,Maharashtra,Home & Kitchen,Mixer Grinder,1,12187.21,12187.21,EMI,4.9
ORD00380,2024-01-29,Pune,Maharashtra,Clothing,Sneakers,2,1357.53,2715.06,Net Banking,4.9
ORD00381,2024-05-01,Coimbatore,Tamil Nadu,Books,Self-Help Book,5,754.64,3773.2,Debit Card,4.5
ORD00382,2024-10-15,Kolkata,West Bengal,Home & Kitchen,Air Purifier,2,714.64,1429.28,UPI,4.9
ORD00383,2024-04-29,Surat,Gujarat,Books,Python Programming,1,316.34,316.34,Debit Card,2.5
ORD00384,2024-03-31,Mysuru,Karnataka,Electronics,Headphones,1,73472.75,73472.75,Cash on Delivery,4.6
ORD00385,2024-02-26,Gurgaon,Haryana,Electronics,Smartphone,2,12243.11,24486.22,Cash on Delivery,4.7
ORD00386,2024-03-21,Pune,Maharashtra,Home & Kitchen,Curtains,1,8914.44,8914.44,Net Banking,3.6
ORD00387,2024-11-10,Hyderabad,Telangana,Books,Self-Help Book,5,221.94,1109.7,Net Banking,3.1
ORD00388,2024-01-01,Coimbatore,Tamil Nadu,Clothing,Saree,2,1672.75,3345.5,Cash on Delivery,4.9
ORD00389,2024-11-09,Bengaluru,Karnataka,Sports,Cricket Bat,1,2066.19,2066.19,UPI,3.9
ORD00390,2024-06-12,Jaipur,Rajasthan,Books,Fiction Novel,1,331.82,331.82,UPI,4.7
ORD00391,2024-02-04,Pune,Maharashtra,Grocery,Cooking Oil,1,250.98,250.98,Credit Card,4.5
ORD00392,2024-07-30,Kolkata,West Bengal,Electronics,Smartphone,2,31182.0,62364.0,Credit Card,3.4
ORD00393,2024-12-17,Chennai,Tamil Nadu,Books,Engineering Textbook,3,680.16,2040.48,UPI,3.6
ORD00394,2024-06-24,Ahmedabad,Gujarat,Electronics,Headphones,1,2096.2,2096.2,UPI,3.4
ORD00395,2024-11-10,Kolkata,West Bengal,Electronics,Tablet,5,75375.81,376879.05,Cash on Delivery,4.3
ORD00396,2024-06-18,Bengaluru,Karnataka,Grocery,Toor Dal,1,323.29,323.29,UPI,3.0
ORD00397,2024-01-26,Kolkata,West Bengal,Sports,Running Shoes,1,2873.07,2873.07,Credit Card,3.9
ORD00398,2024-12-04,Mysuru,Karnataka,Clothing,T-Shirt,1,1931.98,1931.98,Debit Card,3.7
ORD00399,2024-02-29,Pune,Maharashtra,Electronics,Laptop,1,14081.16,14081.16,UPI,3.5
ORD00400,2024-07-14,Mysuru,Karnataka,Grocery,Cooking Oil,2,91.01,182.02,Credit Card,3.6
ORD00401,2024-03-18,Noida,Uttar Pradesh,Books,UPSC Guide,3,284.38,853.14,Net Banking,4.2
ORD00402,2024-04-26,Pune,Maharashtra,Grocery,Cooking Oil,1,413.68,413.68,Debit Card,4.6
ORD00403,2024-10-20,Surat,Gujarat,Sports,Dumbbells,2,9666.59,19333.18,Cash on Delivery,3.7
ORD00404,2024-12-12,Pune,Maharashtra,Books,Engineering Textbook,4,451.47,1805.88,EMI,2.9
ORD00405,2024-04-08,Ahmedabad,Gujarat,Books,Fiction Novel,1,764.34,764.34,UPI,3.6
ORD00406,2024-05-12,Hyderabad,Telangana,Books,Fiction Novel,2,798.09,1596.18,UPI,4.3
ORD00407,2024-05-21,Ahmedabad,Gujarat,Electronics,Smartphone,1,31353.88,31353.88,Credit Card,4.8
ORD00408,2024-03-17,Mumbai,Maharashtra,Grocery,Tea Powder,3,314.41,943.23,UPI,4.0
ORD00409,2024-10-01,Ahmedabad,Gujarat,Electronics,Smartphone,1,45233.36,45233.36,Cash on Delivery,4.7
ORD00410,2024-07-25,Noida,Uttar Pradesh,Books,UPSC Guide,1,500.42,500.42,UPI,4.0
ORD00411,2024-01-26,Kolkata,West Bengal,Books,Engineering Textbook,4,377.05,1508.2,Net Banking,4.8
ORD00412,2024-09-08,Jaipur,Rajasthan,Home & Kitchen,Mixer Grinder,3,5266.63,15799.89,Cash on Delivery,4.2
ORD00413,2024-06-13,Surat,Gujarat,Clothing,Jeans,2,1642.31,3284.62,UPI,3.5
ORD00414,2024-09-05,Hyderabad,Telangana,Electronics,Laptop,4,35616.47,142465.88,Net Banking,4.7
ORD00415,2024-07-25,Surat,Gujarat,Electronics,Tablet,1,63423.49,63423.49,UPI,4.6
ORD00416,2024-01-30,Jaipur,Rajasthan,Sports,Cricket Bat,4,1985.25,7941.0,UPI,3.6
ORD00417,2024-11-21,Jaipur,Rajasthan,Home & Kitchen,Pressure Cooker,3,4327.47,12982.41,Cash on Delivery,4.2
ORD00418,2024-10-27,Delhi,Delhi,Home & Kitchen,Curtains,1,9032.44,9032.44,Debit Card,3.4
ORD00419,2024-10-19,Surat,Gujarat,Home & Kitchen,Mixer Grinder,1,4490.52,4490.52,Net Banking,3.0
ORD00420,2024-01-11,Delhi,Delhi,Grocery,Toor Dal,1,354.96,354.96,Cash on Delivery,4.9
ORD00421,2024-01-05,Hyderabad,Telangana,Electronics,Smart TV,2,72965.48,145930.96,UPI,4.0
ORD00422,2024-05-09,Noida,Uttar Pradesh,Grocery,Cooking Oil,1,240.71,240.71,UPI,3.3
ORD00423,2024-07-10,Chennai,Tamil Nadu,Sports,Dumbbells,1,5969.53,5969.53,Debit Card,4.0
ORD00424,2024-06-15,Noida,Uttar Pradesh,Home & Kitchen,Mixer Grinder,1,7381.55,7381.55,Cash on Delivery,3.2
ORD00425,2024-01-30,Kolkata,West Bengal,Grocery,Cooking Oil,2,134.76,269.52,Net Banking,4.5
ORD00426,2024-05-31,Coimbatore,Tamil Nadu,Books,Self-Help Book,2,576.53,1153.06,UPI,3.5
ORD00427,2024-06-24,Bengaluru,Karnataka,Grocery,Basmati Rice,5,312.36,1561.8,Debit Card,3.1
ORD00428,2024-03-28,Chennai,Tamil Nadu,Grocery,Spice Set,2,457.94,915.88,Cash on Delivery,4.7
ORD00429,2024-10-13,Nagpur,Maharashtra,Home & Kitchen,Mixer Grinder,2,7220.48,14440.96,Net Banking,3.0
ORD00430,2024-08-03,Hyderabad,Telangana,Home & Kitchen,Mixer Grinder,1,3567.13,3567.13,Net Banking,3.3
ORD00431,2024-11-20,Noida,Uttar Pradesh,Sports,Yoga Mat,1,4798.48,4798.48,Debit Card,4.9
ORD00432,2024-06-01,Pune,Maharashtra,Books,Fiction Novel,3,450.33,1350.99,Credit Card,4.7
ORD00433,2024-08-22,Nagpur,Maharashtra,Clothing,Jeans,5,1844.82,9224.1,UPI,4.7
ORD00434,2024-01-30,Nagpur,Maharashtra,Electronics,Smart TV,5,26944.04,134720.2,UPI,3.2
ORD00435,2024-02-15,Ahmedabad,Gujarat,Clothing,Jacket,1,3869.52,3869.52,UPI,3.6
ORD00436,2024-04-12,Bengaluru,Karnataka,Books,UPSC Guide,1,775.73,775.73,Net Banking,4.9
ORD00437,2024-05-07,Jaipur,Rajasthan,Home & Kitchen,Air Purifier,2,3101.48,6202.96,UPI,4.7
ORD00438,2024-01-24,Noida,Uttar Pradesh,Clothing,T-Shirt,2,2041.04,4082.08,UPI,3.2
ORD00439,2024-03-09,Kolkata,West Bengal,Sports,Running Shoes,1,5383.94,5383.94,UPI,4.8
ORD00440,2024-04-26,Gurgaon,Haryana,Clothing,Jeans,4,4750.8,19003.2,UPI,5.0
ORD00441,2024-11-29,Delhi,Delhi,Grocery,Basmati Rice,1,315.36,315.36,Net Banking,3.4
ORD00442,2024-02-25,Hyderabad,Telangana,Home & Kitchen,Air Purifier,2,9460.08,18920.16,Debit Card,2.5
ORD00443,2024-12-25,Kolkata,West Bengal,Electronics,Smart TV,1,35822.99,35822.99,UPI,4.2
ORD00444,2024-11-14,Hyderabad,Telangana,Electronics,Headphones,1,33959.28,33959.28,Debit Card,2.8
ORD00445,2024-02-24,Surat,Gujarat,Electronics,Tablet,1,57641.91,57641.91,Credit Card,4.0
ORD00446,2024-03-23,Ahmedabad,Gujarat,Home & Kitchen,Air Purifier,1,14604.86,14604.86,UPI,3.7
ORD00447,2024-02-26,Delhi,Delhi,Grocery,Spice Set,1,198.77,198.77,Cash on Delivery,4.2
ORD00448,2024-11-25,Nagpur,Maharashtra,Electronics,Tablet,2,6466.33,12932.66,UPI,5.0
ORD00449,2024-05-28,Noida,Uttar Pradesh,Home & Kitchen,Curtains,3,1036.18,3108.54,Credit Card,4.2
ORD00450,2024-03-11,Bengaluru,Karnataka,Grocery,Basmati Rice,3,92.75,278.25,Debit Card,2.9
ORD00451,2024-06-24,Gurgaon,Haryana,Books,Python Programming,2,287.82,575.64,UPI,3.5
ORD00452,2024-03-26,Mysuru,Karnataka,Home & Kitchen,Curtains,1,10441.57,10441.57,UPI,4.2
ORD00453,2024-12-13,Mumbai,Maharashtra,Clothing,T-Shirt,2,2196.93,4393.86,Credit Card,4.0
ORD00454,2024-03-07,Ahmedabad,Gujarat,Home & Kitchen,Air Purifier,2,723.6,1447.2,Credit Card,3.7
ORD00455,2024-12-26,Jaipur,Rajasthan,Books,UPSC Guide,1,132.18,132.18,Cash on Delivery,3.8
ORD00456,2024-09-22,Kolkata,West Bengal,Sports,Running Shoes,5,2472.65,12363.25,Credit Card,4.3
ORD00457,2024-03-17,Pune,Maharashtra,Books,Fiction Novel,2,437.35,874.7,Cash on Delivery,3.9
ORD00458,2024-09-10,Coimbatore,Tamil Nadu,Electronics,Smartphone,1,51650.2,51650.2,Cash on Delivery,2.7
ORD00459,2024-10-08,Mysuru,Karnataka,Home & Kitchen,Pressure Cooker,1,5164.15,5164.15,Debit Card,3.5
ORD00460,2024-09-12,Delhi,Delhi,Electronics,Smart TV,2,35813.02,71626.04,Credit Card,2.8
ORD00461,2024-01-01,Mysuru,Karnataka,Grocery,Basmati Rice,1,96.19,96.19,Net Banking,4.5
ORD00462,2024-08-21,Coimbatore,Tamil Nadu,Grocery,Cooking Oil,2,450.55,901.1,EMI,3.4
ORD00463,2024-12-02,Mumbai,Maharashtra,Clothing,Saree,3,1793.47,5380.41,Credit Card,3.6
ORD00464,2024-05-29,Pune,Maharashtra,Grocery,Toor Dal,1,50.99,50.99,Credit Card,3.4
ORD00465,2024-07-28,Pune,Maharashtra,Electronics,Laptop,3,39647.56,118942.68,UPI,4.0
ORD00466,2024-06-22,Delhi,Delhi,Electronics,Smart TV,3,17639.37,52918.11,UPI,3.5
ORD00467,2024-10-28,Jaipur,Rajasthan,Grocery,Tea Powder,4,105.45,421.8,EMI,2.8
ORD00468,2024-10-26,Mysuru,Karnataka,Electronics,Tablet,2,59029.01,118058.02,Credit Card,3.8
ORD00469,2024-07-17,Jaipur,Rajasthan,Clothing,Sneakers,2,2977.06,5954.12,Debit Card,4.0
ORD00470,2024-05-07,Gurgaon,Haryana,Sports,Dumbbells,2,4361.05,8722.1,UPI,4.9
ORD00471,2024-09-19,Noida,Uttar Pradesh,Books,Fiction Novel,2,196.73,393.46,UPI,4.3
ORD00472,2024-05-28,Surat,Gujarat,Home & Kitchen,Air Purifier,1,9598.97,9598.97,Debit Card,4.8
ORD00473,2024-02-29,Nagpur,Maharashtra,Grocery,Toor Dal,2,276.75,553.5,Net Banking,3.9
ORD00474,2024-08-04,Coimbatore,Tamil Nadu,Sports,Dumbbells,4,6840.16,27360.64,Net Banking,3.8
ORD00475,2024-03-23,Mumbai,Maharashtra,Books,Fiction Novel,1,137.15,137.15,EMI,4.2
ORD00476,2024-07-02,Nagpur,Maharashtra,Electronics,Smartwatch,1,62856.41,62856.41,Net Banking,2.8
ORD00477,2024-05-01,Surat,Gujarat,Grocery,Tea Powder,2,439.18,878.36,Credit Card,4.5
